Succinic Acid					
Sucrose	C12H22O11	Sugar	Grocery; Table sugar is available in large or small bags and in a variety of particle sizes.		
Sulfuric Acid	H2SO4	vitriol, oil of vitriol	Hardware store; battery acid. May also be obtained at some auto supply stores.		
Tannic Acid	C76H52O46	tannin	Arts and crafts store in the dyes and fabric section. Some photography stores and drug stores may carry it.		
Tartaric Acid	C4H6O6	wine preservative	Sold in wine-making supply stores and sometimes in the grocery store.		
Terephthalic Acid					
Tetrachloroethylene	C2Cl4	tetrachloroethene	The most common solvent for dry cleaning, it is available in aerosol form from hardware, auto supply, and home improvement stores. Brands like Lectra Motive Auto Care and Gummout Professional Brake Parts Cleaner contain as much as 99% with methylene chloride as the only major contaminant.		
Tetraethylene Glycol					
Thiourea	CS(NH2)2	Thiocarbamide	Many silver cleaning products including Hagerty and Tarn-X contain thiourea as the only active ingredient. Other brands may use other active compounds in combination.		
Thymolphthalein	C28H30O4	disappearing ink	It is the blue disappearing ink available at magic supply stores.		
Titanium Dioxide	TiO2	Titanium White	Available as a fine powder for use as a pure white pigment from fine art supply stores.		
Toluene	C6H5CH3	Methylbenzene,cellulose thinner	Available from most hardware stores as a solvent.		
Toluene Diisocyanate					
Town Gas		Nil.	A mixture mainly consists ofhydrogen,carbon monoxideandmethane. Available from households in urban area. Toxic and explosive. The carbon monoxide can be removed from the mixture by passing the gas through large quantity of citrated chicken blood.		
Trichloroethylene	CHClCCl2	trichloroethene	Available as a fairly pure aerosol from hardware and auto supply stores. Brand names include Lectra Clean and Trouble Free Rust Buster.		
Triethylene Glycol					
Trioxane					
Turpentine	—	—	Available at hardware stores and fine art supply stores.		
Urea	H2NCONH2	ice melter,fertilizer	Available at some hardware stores and at garden supply stores. Bonide Azalea fertilizer is 99% urea.		
Urea Formaldehyde					
Valerolactone					
Vinyl Acetate					
Vinyl Chloride					
Water	H2O	—	Distilled (pure) water, is available in most grocery stores. This and deionized water are sufficient for most chemical reactions. Spring water or tap water have numerous minerals in solution. For certain, extremely sensitive experiments, contamination from plasticizers in the bottle may affect your reactions.		
Xylene	C8H10	dimethylbenzene	Available at hardware stores, paint stores, and fine art supply stores.		
Zinc Chloride	ZnClf + H2O	Tinner's Fluid, killed acid	Hardware store; used for cleaning copper.		
Zinc Oxide	ZnO	pompholyx	Found in opaque sunscreens for its UV opacity. Chinese White fine arts pigment is very pure.		
Zinc Sulfate	ZnSO4	zinc sulfate	Moss Killer for use on roofs and concrete. (Moss killer for grass lawns is Ferrous Ammonium Sulfate.)		
